CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location,X Coordinate,Y Coordinate
LINK-018385,Staten Island,502,50,40.575553,-74.104816,Live,145823,2271 HYLAN BOULEVARD,10306,si-02-145823,05/25/2017,04/10/2017,New Dorp-Midland Beach,5107538,5036150005,5012200,GREELEY AVENUE,PRESCOTT AVENUE,SW,81686,"(40.57555318, -74.1048165)",955132.1492005999,148983.40869610384
LINK-000748,Manhattan,105,4,40.758633,-73.975341,Live,121959,23 EAST 51 STREET,10022,mn-05-121959,05/26/2017,04/30/2017,Midtown-Midtown South,1035470,1012870014,1010200,MADISON AVENUE,5 AVENUE,NW,,"(40.75863294, -73.97534075)",991081.5236619685,215668.10830268264
LINK-010346,Manhattan,110,9,40.809268,-73.951708,Live,142813,2306 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-142813,10/14/2016,09/24/2016,Central Harlem South,1087917,1019297504,1022200,WEST 124 STREET,WEST 123 STREET,SE,,"(40.8092681, -73.95170768)",997618.5865974667,234118.9454646036
LINK-000992,Manhattan,107,6,40.787028,-73.977832,Live,121306,2315 BROADWAY,10024,mn-07-121306,12/14/2016,11/02/2016,Upper West Side,1032791,1012310055,1017100,WEST 84 STREET,WEST 83 STREET,SW,,"(40.787028, -73.977832)",990388.7373001717,226013.19340472668
LINK-010406,Manhattan,110,9,40.810023,-73.951413,Live,142632,2327 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-142632,10/14/2016,09/24/2016,Central Harlem South,1059298,1019510022,1025700,WEST 124 STREET,WEST 125 STREET,SW,,"(40.81002334, -73.95141341)",997699.8956582745,234394.1512342766
LINK-018384,Staten Island,502,50,40.573466,-74.106917,Live,145737,2361 HYLAN BOULEVARD,10306,si-02-145737,02/28/2017,02/19/2017,New Dorp-Midland Beach,5052769,5036440001,5012200,OTIS AVENUE,BRYANT AVENUE,NW,81685,"(40.57346599, -74.10691685)",954547.7475974425,148223.69946328923
LINK-000003,Brooklyn,301,34,40.701542,-73.942169,Live,109091,24 GRAHAM AVENUE,11206,bk-01-109091,08/03/2017,07/01/2017,East Williamsburg,3071658,3031270011,3049100,DEBEVOISE STREET,BROADWAY,SE,,"(40.70154219, -73.94216928)",1000284.9778155822,194872.49773478135
LINK-020659,Brooklyn,306,33,40.683436,-73.992773,Live,145876,244 SMITH STREET,11231,bk-06-145876,10/23/2017,07/20/2017,Carroll Gardens-Columbia Street-Red Hook,3336097,3004140036,3007500,DOUGLASS STREET,DEGRAW STREET,SW,81777,"(40.68343607, -73.99277254)",986254.5340022475,188270.69566703215
LINK-010356,Manhattan,110,9,40.814863,-73.947877,Live,142855,2480 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-142855,10/25/2016,09/17/2016,Central Harlem North-Polo Grounds,1084049,1019380001,1021500,WEST 133 STREET,WEST 132 STREET,SE,,"(40.81486349, -73.9478767)",998677.8896451421,236158.15313508362
LINK-013196,Bronx,205,15,40.862051,-73.896079,Live,119638,2493 VALENTINE AVENUE,10458,bx-05-119638,06/25/2018,01/14/2018,Bedford Park-Fordham North,2013601,2031530023,2023702,EAST FORDHAM ROAD,EAST 188 STREET,SW,,"(40.86205098, -73.89607854)",1012995.3784769268,253363.07358552516
LINK-001499,Manhattan,107,6,40.792887,-73.973289,Live,134701,251 WEST 93 STREET,10025,mn-07-134701,10/06/2017,08/13/2017,Upper West Side,1033644,1012410010,1017900,BROADWAY,WEST END AVENUE,NW,,"(40.79288708, -73.97328857)",991646.2477898832,228148.20868286863
LINK-012761,Manhattan,110,9,40.822902,-73.938365,Live,134720,2534 ADAM CLAYTON POWELL JR. BOULEVARD,10039,mn-10-134720,09/21/2017,08/19/2017,Central Harlem North-Polo Grounds,1084143,1020320034,1023400,WEST 147 STREET,WEST 146 STREET,SW,,"(40.82290225, -73.93836455)",1001308.820821587,239088.672381524
LINK-021928,Brooklyn,305,37,40.676994,-73.898358,Live,145937,2598 FULTON STREET,11207,bk-05-145937,01/22/2018,09/23/2017,East New York,3000000,3036680008,3119800,SHEFFIELD AVENUE,GEORGIA AVENUE,SW,81905,"(40.67699412, -73.89835842)",1012442.9806655019,185939.98138922825
LINK-022140,Brooklyn,317,40,40.648733,-73.952414,Live,145979,2606 SNYDER AVENUE,11226,bk-17-145979,02/28/2018,09/30/2017,Erasmus,3117383,3051100041,3079400,VERONICA PLACE,ROGERS AVENUE,SW,81923,"(40.648733, -73.952414)",997454.831412539,175630.89181310683
LINK-001547,Manhattan,107,7,40.797284,-73.969652,Live,133626,2640 BROADWAY,10025,mn-07-133626,03/14/2018,10/15/2017,Upper West Side,1056481,1018720019,1018700,WEST 100 STREET,WEST 101 STREET,NE,,"(40.79728379, -73.96965239)",992652.5309980686,229750.4104524441
LINK-008215,Manhattan,102,1,40.731160,-73.994079,Live,123843,268 GREENE STREET,10003,mn-02-123843,08/01/2018,11/04/2017,West Village,1008837,1005480028,1005900,EAST 8 STREET,WAVERLY PLACE,SE,,"(40.73116016, -73.99407922)",985890.9514460219,205657.99061387032
LINK-013218,Bronx,204,17,40.825605,-73.918258,Live,119077,271 EAST 161 STREET,10451,bx-04-119077,06/11/2018,05/02/2018,East Concourse-Concourse Village,2001921,2024210001,2017300,MORRIS AVENUE,PARK AVENUE,NE,,"(40.82560474, -73.91825809)",1006872.758142235,240077.8416572921
LINK-014662,Manhattan,110,9,40.822308,-73.942445,Live,119896,2711 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119896,12/16/2016,11/17/2016,Central Harlem North-Polo Grounds,1060788,1020447501,1025900,WEST 144 STREET,WEST 145 STREET,NW,,"(40.8223078, -73.94244453)",1000179.7487291927,238871.32446939126
LINK-020783,Brooklyn,306,33,40.684553,-73.994765,Live,145918,281 COURT STREET,11231,bk-06-145918,11/21/2017,08/31/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3006482,3004080002,3006900,DOUGLASS STREET,BUTLER STREET,NW,81774,"(40.68455252, -73.99476547)",985701.7711205627,188677.41146666184
LINK-020603,Bronx,201,8,40.812079,-73.926590,Live,146049,289 MORRIS AVENUE,10451,bx-01-146049,07/02/2018,01/14/2018,Mott Haven-Port Morris,2000953,2023330031,2005100,EAST 139 STREET,EAST 140 STREET,MIDBLOCK,82119,"(40.81207894, -73.92658962)",1004571.067842663,235147.8644469194
LINK-014249,Queens,401,22,40.762720,-73.926808,Live,108373,29-01 BROADWAY,11106,qu-01-108373,05/23/2017,05/06/2017,Astoria,4007473,4005880008,4007500,30 STREET,29 AVENUE,NE,,"(40.76272, -73.926808)",1004525.6429250223,217164.66734198853
LINK-014492,Bronx,201,17,40.817235,-73.915829,Live,118944,2914 3 AVENUE,10455,bx-01-118944,12/22/2016,10/22/2016,Melrose South-Mott Haven North,2001164,2023620013,2007100,EAST 151 STREET,EAST 152 STREET,NE,,"(40.817235, -73.91582926)",1007547.8870986158,237029.08012583852
LINK-001690,Manhattan,109,7,40.807296,-73.964646,Live,120261,2939 BROADWAY,10025,mn-09-120261,03/13/2017,02/11/2017,Morningside Heights,1057388,1018967501,1020500,WEST 115 STREET,WEST 114 STREET,SW,,"(40.80729581, -73.96464555)",994037.3335390242,233398.66034817696
LINK-021089,Queens,401,22,40.770360,-73.918895,Live,146089,30-01 ASTORIA BOULEVARD,11102,qu-01-146089,06/28/2018,05/19/2018,Old Astoria,4017392,4008380014,4006900,30 STREET,31 STREET,MIDBLOCK,82232,"(40.77035989, -73.91889468)",1006715.2125248672,219950.06158385798
LINK-007631,Manhattan,106,4,40.751632,-73.970657,Live,121538,300 EAST 45 STREET,10017,mn-06-121538,03/06/2018,11/04/2017,Turtle Bay-East Midtown,1038762,1013370049,1009000,2 AVENUE,1 AVENUE,MIDBLOCK,,"(40.75163236, -73.97065717)",992379.9027487519,213117.96969099715
LINK-001605,Manhattan,107,7,40.803721,-73.967381,Live,120268,301 WEST 109 STREET,10025,mn-07-120268,06/29/2016,06/17/2016,Morningside Heights,1057315,1018930043,1019500,BROADWAY,RIVERSIDE DRIVE,NW,,"(40.803721, -73.967381)",993280.5514756863,232095.93720024824
LINK-010251,Bronx,205,15,40.850548,-73.900954,Live,111503,305 EAST BURNSIDE AVENUE,10457,bx-05-111503,06/13/2017,05/10/2017,Mount Hope,2013524,2031490068,2038100,VALENTINE AVENUE,RYER AVENUE,MIDBLOCK,,"(40.85054841, -73.90095411)",1011651.5019926159,249170.68593194336
LINK-011660,Bronx,201,17,40.821437,-73.912327,Live,144251,3097 3 AVENUE,10451,bx-01-144251,05/22/2017,03/18/2017,Melrose South-Mott Haven North,2001451,2023790051,2006900,EAST 158 STREET,EAST 157 STREET,SW,,"(40.821437, -73.912327)",1008515.7562126213,238560.97053538635
LINK-010558,Queens,401,22,40.761646,-73.924856,Live,130522,31-14 BROADWAY,11106,qu-01-130522,08/09/2017,05/12/2017,Astoria,4008290,4006110138,4005900,32 STREET,31 STREET,SW,,"(40.76164578, -73.92485555)",1005066.8460980721,216773.7517919019
LINK-013801,Manhattan,105,4,40.757734,-73.975434,Live,121950,32 EAST 50 STREET,10022,mn-05-121950,05/09/2017,02/11/2017,Midtown-Midtown South,1035455,1012850021,1010200,MADISON AVENUE,PARK AVENUE,SE,,"(40.75773384, -73.97543366)",991055.8760249563,215340.5296012722
LINK-012889,Queens,401,22,40.761341,-73.923870,Live,125086,32-21 BROADWAY,11106,qu-01-125086,06/14/2017,03/25/2017,Astoria,4008399,4006140001,4006100,33 STREET,32 STREET,NW,,"(40.761341, -73.92387)",1005339.963931276,216662.946220804
LINK-013381,Manhattan,110,9,40.811325,-73.952053,Live,120621,320 ST. NICHOLAS AVENUE,10027,mn-10-120621,12/20/2016,10/29/2016,Central Harlem South,1059317,1019520043,1025700,WEST 126 STREET,WEST 125 STREET,SE,,"(40.811325, -73.952053)",997522.5827417595,234868.29466973245
LINK-013858,Manhattan,103,1,40.717095,-73.990581,Live,122371,323 GRAND STREET,10002,mn-03-122371,02/09/2018,11/11/2017,Chinatown,1004005,1003090011,1001600,ORCHARD STREET,LUDLOW STREET,SE,,"(40.71709475, -73.99058102)",986861.0328808438,200533.6120490916
LINK-000266,Manhattan,106,2,40.740041,-73.982424,Live,121501,336 3 AVENUE,10010,mn-06-121501,02/01/2016,01/29/2016,Gramercy,1018080,1008800050,1006800,EAST 25 STREET,EAST 24 STREET,SW,,"(40.74004081, -73.98242356)",989120.6826906721,208893.92411172763
LINK-021923,Brooklyn,305,37,40.684702,-73.868309,Live,145939,3450 FULTON STREET,11208,bk-05-145939,11/21/2017,09/29/2017,Cypress Hills-City Line,3093023,3041510029,3118400,NICHOLS AVENUE,GRANT AVENUE,MIDBLOCK,81900,"(40.68470155, -73.86830879)",1020773.8132798547,188759.11848749593
LINK-001695,Manhattan,109,7,40.824559,-73.951597,Live,111652,3480 BROADWAY,10031,mn-09-111652,10/06/2016,05/27/2016,Hamilton Heights,1061843,1020740001,1022900,WEST 142 STREET,WEST 143 STREET,NE,,"(40.824559, -73.951597)",997646.1473918417,239689.98627918586
LINK-004661,Manhattan,109,7,40.827117,-73.949738,Live,120436,3560 BROADWAY,10031,mn-09-120436,12/14/2016,11/02/2016,Hamilton Heights,1081831,1020780001,1023300,WEST 146 STREET,WEST 147 STREET,NE,,"(40.827117, -73.949738)",998160.1145366048,240622.24864083156
LINK-012544,Manhattan,109,7,40.828320,-73.949299,Live,134795,3599 BROADWAY,10031,mn-09-134795,03/13/2018,10/20/2017,Hamilton Heights,1083034,1020940036,1023300,WEST 148 STREET,WEST 147 STREET,SW,,"(40.82831959, -73.94929876)",998281.4215201288,241060.46618794277
LINK-001161,Queens,402,26,40.743976,-73.927772,Live,142875,37-02 QUEENS BOULEVARD,11101,qu-02-142875,07/18/2017,06/24/2017,Hunters Point-Sunnyside-West Maspeth,4003178,4002240022,4017900,37 STREET,38 STREET,SE,,"(40.743976, -73.927772)",1004264.2266371215,210335.40164856985
LINK-000275,Manhattan,106,2,40.741291,-73.981512,Live,134618,370 3 AVENUE,10016,mn-06-134618,06/21/2017,05/13/2017,Gramercy,1018147,1008820050,1006800,EAST 27 STREET,EAST 26 STREET,SW,,"(40.74129079, -73.98151176)",989373.2593784827,209349.38349327073
LINK-002079,Manhattan,112,7,40.835135,-73.943873,Live,111556,3816 BROADWAY,10032,mn-12-111556,07/20/2017,06/10/2017,Washington Heights South,1062747,1021170007,1024500,WEST 158 STREET,WEST 159 STREET,SE,,"(40.835135, -73.943873)",999781.3936877054,243544.48634467646
LINK-010455,Brooklyn,301,34,40.707208,-73.954195,Live,109252,395 BROADWAY,11211,bk-01-109252,02/27/2018,12/02/2017,North Side-South Side,3335978,3024630027,3052700,HOOPER STREET,KEAP STREET,NE,,"(40.70720786, -73.95419488)",996949.5078439247,196934.69824097678
LINK-014174,Manhattan,104,3,40.758482,-73.993016,Installed,107752,400 WEST 42 STREET,10036,mn-04-107752,,04/06/2019,Clinton,1000000,1010510035,1011500,9 AVENUE,DYER AVENUE,SW,,"(40.758482405837, -73.9930158102286)",986184.8831003541,215612.37936304882
LINK-021018,Queens,401,22,40.760686,-73.915570,Live,146036,41-19 31 AVENUE,11103,qu-01-146036,02/26/2018,12/15/2017,Astoria,4011285,4006820001,4014900,42 STREET,41 STREET,NW,82040,"(40.760686, -73.91557)",1007639.5062893052,216426.415594846
LINK-000503,Manhattan,104,3,40.750227,-73.995051,Live,122691,413 8 AVENUE,10001,mn-04-122691,04/07/2016,03/18/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013536,1007540041,1010300,WEST 31 STREET,WEST 30 STREET,NW,,"(40.75022678, -73.99505137)",985621.1264474981,212604.54862329736
LINK-000285,Manhattan,106,2,40.743494,-73.979907,Live,134920,438 3 AVENUE,10016,mn-06-134920,08/03/2017,06/30/2017,Murray Hill-Kips Bay,1018323,1008860046,1007200,EAST 30 STREET,EAST 31 STREET,NW,,"(40.74349362, -73.97990736)",989817.6691087396,210152.04244277254
LINK-000287,Manhattan,106,2,40.743876,-73.979316,Live,133465,451 3 AVENUE,10016,mn-06-133465,01/27/2016,01/15/2016,Murray Hill-Kips Bay,1020028,1009120001,1007000,EAST 31 STREET,EAST 32 STREET,SE,,"(40.743876, -73.979316)",989981.5020239971,210291.39380559698
LINK-021683,Brooklyn,306,39,40.681039,-73.975730,Live,145871,459 BERGEN STREET,11217,bk-06-145871,08/15/2017,07/20/2017,Park Slope-Gowanus,3018494,3009310025,3012902,FLATBUSH AVENUE,5 AVENUE,MIDBLOCK,81859,"(40.68103872, -73.97573017)",990981.4724517103,187398.1215365976
LINK-010956,Manhattan,112,7,40.832749,-73.941887,Live,120461,470 WEST 157 STREET,10032,mn-12-120461,05/11/2017,01/29/2017,Washington Heights South,1062490,1021070059,1023900,AMSTERDAM AVENUE,ST NICHOLAS AVENUE,SE,,"(40.83274898, -73.94188652)",1000331.6666037503,242675.52962896973
LINK-020914,Queens,401,26,40.753522,-73.914501,Live,145956,48-18 NORTHERN BOULEVARD,11101,qu-01-145956,11/07/2017,09/30/2017,Hunters Point-Sunnyside-West Maspeth,4000822,4001200012,4017100,34 AVENUE,49 STREET,SE,81867,"(40.7535215, -73.91450114)",1007938.1584844844,213816.44320951775
LINK-011377,Manhattan,102,3,40.732909,-74.003877,Live,123678,50 GROVE STREET,10014,mn-02-123678,02/13/2019,08/06/2018,West Village,1010182,1005910009,1007300,BLEECKER STREET,7 AVENUE SOUTH,SE,,"(40.73290856, -74.00387699)",983175.515654219,206294.9557683058
LINK-001705,Manhattan,109,7,40.825446,-73.947868,Live,100210,501 WEST 145 STREET,10031,mn-09-100210,02/01/2017,08/19/2016,Hamilton Heights,1061939,1020770029,1022900,AMSTERDAM AVENUE,BROADWAY,NW,,"(40.825446, -73.947868)",998678.0032423992,240013.74488925934
LINK-005422,Bronx,201,17,40.818886,-73.929213,Live,145688,518 GERARD AVENUE,10451,bx-01-145688,11/08/2016,08/27/2016,West Concourse,2001091,2023500039,2006300,EAST 149 STREET,EAST 148 STREET,SE,81357,"(40.81888599, -73.92921294)",1003842.8905019191,237627.3184655197
LINK-014611,Manhattan,106,2,40.741711,-73.977973,Live,133709,522 2 AVENUE,10016,mn-06-133709,12/05/2017,10/06/2017,Murray Hill-Kips Bay,1020614,1009350001,1007000,EAST 29 STREET,EAST 30 STREET,NE,,"(40.74171074, -73.97797283)",990353.8905608702,209502.611406371
LINK-000298,Manhattan,106,4,40.746539,-73.977688,Live,121512,528 3 AVENUE,10016,mn-06-121512,01/27/2016,01/15/2016,Murray Hill-Kips Bay,1018910,1008910039,1008000,EAST 35 STREET,EAST 36 STREET,NW,,"(40.74653888, -73.97768758)",990432.4873717761,211261.6768200025
LINK-012766,Manhattan,106,4,40.746850,-73.977159,Live,134845,541 3 AVENUE,10016,mn-06-134845,04/10/2018,10/28/2017,Murray Hill-Kips Bay,1020201,1009160061,1007800,EAST 36 STREET,EAST 35 STREET,SE,,"(40.74685005, -73.97715884)",990578.964926274,211375.0837776512
LINK-013805,Manhattan,105,3,40.754311,-73.988330,Live,121991,550 7 AVENUE,10018,mn-05-121991,01/18/2017,11/12/2016,Midtown-Midtown South,1014501,1007890036,1011300,WEST 39 STREET,WEST 40 STREET,NW,,"(40.75431145, -73.98833004)",987483.2200318541,214092.90261621773
LINK-002667,Brooklyn,306,39,40.665618,-73.989159,Live,125915,555 5 AVENUE,11215,bk-06-125915,06/12/2017,02/27/2017,Park Slope-Gowanus,3023689,3010420001,3014100,15 STREET,14 STREET,NE,,"(40.665618, -73.989159)",987257.5517046058,181779.16683142632
LINK-011822,Manhattan,112,10,40.844756,-73.936847,Installed,120755,565 WEST 174 STREET,10033,mn-12-120755,,12/06/2017,Washington Heights South,1063150,1021310001,1026100,ST NICHOLAS AVENUE,AUDUBON AVENUE,NE,,"(40.84475573, -73.93684737)",1001722.9899282557,247051.0004912205
LINK-013834,Manhattan,105,3,40.746005,-73.990290,Live,122211,59 WEST 28 STREET,10001,mn-05-122211,02/23/2018,08/19/2017,Midtown-Midtown South,1015709,1008300001,1007600,6 AVENUE,BROADWAY,NE,,"(40.74600486, -73.99028957)",986940.6580551236,211066.4779790379
LINK-001149,Queens,402,26,40.741288,-73.904656,Live,124939,59-40 QUEENS BOULEVARD,11377,qu-02-124939,01/05/2017,11/05/2016,Woodside,4432196,4023140001,4024500,61 STREET,59 STREET,SW,,"(40.741288, -73.904656)",1010670.6852472366,209362.20496809855
LINK-001009,Brooklyn,302,33,40.699342,-73.992187,Live,125681,60 HENRY STREET,11201,bk-02-125681,02/13/2017,12/15/2016,Brooklyn Heights-Cobble Hill,3001646,3002210020,3000100,CRANBERRY STREET,ORANGE STREET,SW,,"(40.69934194, -73.99218679)",986416.4747187534,194065.68474213406
LINK-000045,Brooklyn,302,35,40.688851,-73.980613,Live,126565,605 FULTON STREET,11201,bk-02-126565,01/20/2017,11/13/2016,Fort Greene,3058594,3020930001,3003300,FLATBUSH AVENUE EXTENSION,HUDSON STREET,NE,,"(40.688851, -73.980613)",989626.5423469242,190244.02452568337
LINK-012591,Manhattan,107,6,40.789263,-73.970284,Live,136376,620 COLUMBUS AVENUE,10024,mn-07-136376,04/11/2018,02/14/2018,Upper West Side,1032490,1012210029,1017700,WEST 90 STREET,WEST 91 STREET,NW,,"(40.78926318, -73.9702839)",992478.6722238868,226828.16509365663
LINK-014256,Manhattan,102,3,40.738351,-74.005466,Live,108535,628 HUDSON STREET,10014,mn-02-108535,10/12/2018,02/04/2018,West Village,1011647,1006260022,1007700,JANE STREET,HORATIO STREET,MIDBLOCK,,"(40.73835105, -74.00546559)",982735.3684865936,208277.84965180606
LINK-018149,Queens,402,26,40.740962,-73.901886,Live,145778,63-14 QUEENS BOULEVARD,11377,qu-02-145778,03/28/2017,03/04/2017,Woodside,4053628,4023247501,4024500,64 STREET,61 STREET,SW,81557,"(40.740962, -73.901886)",1011438.410030515,209244.28050189465
LINK-018097,Brooklyn,308,35,40.675745,-73.956212,Live,145991,658 FRANKLIN AVENUE,11238,bk-08-145991,03/12/2018,11/10/2017,Crown Heights North,3028671,3011560051,3030500,ST MARKS AVENUE,PROSPECT PLACE,NW,81507,"(40.67574507, -73.95621158)",996396.1062038033,185471.59592514113
LINK-000475,Manhattan,105,3,40.757544,-73.989409,Live,107818,670 8 AVENUE,10036,mn-05-107818,04/06/2016,03/12/2016,Midtown-Midtown South,1087141,1010140058,1011900,WEST 42 STREET,WEST 43 STREET,SE,,"(40.757544, -73.989409)",987184.146445251,215270.58773248643
LINK-012502,Manhattan,107,6,40.790786,-73.968915,Live,120599,677 COLUMBUS AVENUE,10025,mn-07-120599,05/21/2018,02/08/2018,Upper West Side,1079516,1012060001,1017700,WEST 93 STREET,WEST 94 STREET,SE,,"(40.79078578, -73.96891544)",992857.4150147837,227383.03211919963
LINK-018146,Queens,402,30,40.739393,-73.892498,Live,145740,70-50 QUEENS BOULEVARD,11377,qu-02-145740,03/20/2017,02/25/2017,Elmhurst-Maspeth,4056418,4024440040,4048900,72 STREET,70 STREET,SW,81554,"(40.739393, -73.892498)",1014040.6227696935,208675.69773543254
LINK-013709,Manhattan,106,4,40.747251,-73.974241,Live,121426,705 2 AVENUE,10016,mn-06-121426,05/17/2018,03/18/2018,Murray Hill-Kips Bay,1020340,1009180035,1007800,EAST 38 STREET,EAST 37 STREET,SW,,"(40.74725106, -73.97424149)",991387.2786908632,211521.4088125825
LINK-011095,Manhattan,104,3,40.743097,-73.992812,Live,134599,717 6 AVENUE,10011,mn-04-134599,05/24/2018,02/12/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1014954,1007990035,1009100,WEST 23 STREET,WEST 22 STREET,NW,,"(40.7430973, -73.9928116)",986241.9169908399,210007.0936248526
LINK-003240,Manhattan,103,2,40.726471,-73.989351,Live,108323,73 2 AVENUE,10003,mn-03-108323,10/07/2016,09/02/2016,East Village,1006595,1004600040,1003800,EAST 4 STREET,EAST 5 STREET,NW,,"(40.72647126, -73.98935062)",987201.6964194936,203949.80233374238
LINK-013117,Brooklyn,306,39,40.676409,-73.980290,Live,127417,739 UNION STREET,11217,bk-06-127417,04/03/2017,03/11/2017,Park Slope-Gowanus,3019760,3009530001,3013100,5 AVENUE,6 AVENUE,NE,,"(40.676409, -73.98029)",989717.138982611,185711.06390032172
LINK-013913,Manhattan,107,6,40.771780,-73.982773,Live,122841,75 COLUMBUS AVENUE,10023,mn-07-122841,08/01/2018,01/26/2018,Lincoln Square,1027465,1011150057,1014900,WEST 63 STREET,WEST 64 STREET,NE,,"(40.7717802, -73.98277309)",989021.5488133491,220457.59690994397
LINK-011086,Queens,404,25,40.747059,-73.888820,Live,137796,76-22 ROOSEVELT AVENUE,11372,qu-04-137796,08/30/2017,07/08/2017,Elmhurst,4036751,4014870006,4026700,77 STREET,76 STREET,SW,,"(40.74705911, -73.8888199)",1015056.3410233845,211469.97589663044
LINK-003481,Manhattan,107,7,40.795005,-73.969810,Live,111894,764 AMSTERDAM AVENUE,10025,mn-07-111894,06/29/2017,05/10/2017,Upper West Side,1056377,1018690029,1018300,WEST 97 STREET,WEST 98 STREET,NW,,"(40.795005, -73.96981)",992609.1786809737,228920.15304977447
LINK-006867,Queens,404,25,40.738109,-73.885717,Live,124926,77-20 QUEENS BOULEVARD,11373,qu-04-124926,01/12/2017,11/19/2016,Elmhurst-Maspeth,4056457,4024520007,4047900,HILLYER STREET,IRELAND STREET,SW,,"(40.73810857, -73.88571747)",1015920.2318173187,208210.11834200472
LINK-011080,Manhattan,103,2,40.725291,-73.986842,Live,138878,80 1 AVENUE,10009,mn-03-138878,10/25/2017,08/26/2017,East Village,1077561,1004320001,1003200,EAST 4 STREET,EAST 5 STREET,NE,,"(40.72529099, -73.98684237)",987896.9744860497,203519.88787768036
