CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location,X Coordinate,Y Coordinate
LINK-012609,Manhattan,105,2,40.744175,-73.987549,Live,133695,233 5 AVENUE,10016,mn-05-133695,04/04/2018,08/12/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016882,1008570001,1005600,EAST 27 STREET,EAST 28 STREET,NE,,"(40.74417468, -73.98754894)",987700.1525857954,210399.78098203614
LINK-012372,Manhattan,102,3,40.735984,-73.997990,Live,123120,475 6 AVENUE,10011,mn-02-123120,06/12/2018,03/10/2018,West Village,1010577,1006070038,1007100,WEST 12 STREET,WEST 11 STREET,SW,,"(40.73598356, -73.99799012)",984807.0003890926,207415.25748134032
LINK-022396,Manhattan,109,7,40.814103,-73.955865,Installed,146082,1356 AMSTERDAM AVENUE,10027,mn-09-146082,,04/14/2018,Manhattanville,1059701,1019820029,1021900,WEST 126 STREET,WEST 125 STREET,SW,82001,"(40.81410283, -73.95586492)",996466.865633073,235879.80259265378
LINK-000780,Queens,412,24,40.701827,-73.807661,Live,141535,147-05 JAMAICA AVENUE,11435,qu-12-141535,09/23/2016,08/27/2016,Jamaica,4206783,4096770001,4024000,SUTPHIN BOULEVARD,147 PLACE,NE,,"(40.701827, -73.807661)",1037580.4127607075,195029.5188062489
LINK-010721,Manhattan,102,3,40.731887,-74.001194,Live,122259,347 6 AVENUE,10014,mn-02-122259,07/25/2018,04/14/2018,West Village,1076818,1005920026,1007100,WEST 4 STREET,WEST WASHINGTON PLACE,NW,,"(40.73188717, -74.00119407)",983919.0656438587,205922.80988756567
LINK-011106,Manhattan,104,3,40.742548,-73.993209,Live,134489,699 6 AVENUE,10011,mn-04-134489,03/06/2018,10/07/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014802,1007980041,1009100,WEST 22 STREET,WEST 23 STREET,MIDBLOCK,,"(40.74254842, -73.99320916)",986131.7679900078,209807.1103735529
LINK-001608,Manhattan,109,7,40.805114,-73.966788,Installed,134916,601 WEST 111 STREET,10025,mn-09-134916,,05/01/2018,Morningside Heights,1057327,1018940047,1019900,BROADWAY,RIVERSIDE DRIVE,NW,,"(40.80511381, -73.96678806)",993444.5141710566,232603.4485888742
LINK-000556,Manhattan,104,3,40.765601,-73.983845,Live,122625,933 8 AVENUE,10019,mn-04-122625,04/13/2016,03/18/2016,Clinton,1025435,1010460030,1013900,WEST 55 STREET,WEST 56 STREET,NW,,"(40.76560072, -73.98384519)",988725.0113187921,218206.15057498962
LINK-011172,Queens,403,25,40.747223,-73.888492,Live,134080,77-01 ROOSEVELT AVENUE,11372,qu-03-134080,08/25/2017,07/08/2017,Jackson Heights,4029906,4012880048,4028700,77 STREET,78 STREET,NE,,"(40.74722343, -73.888492)",1015147.1209462832,211529.9583796151
LINK-010615,Manhattan,104,3,40.752943,-74.004216,Live,140358,311 11 AVENUE,10001,mn-04-140358,09/21/2017,06/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1012273,1006750036,1009900,WEST 29 STREET,WEST 30 STREET,NW,,"(40.7529434, -74.00421615)",983081.8708348955,213594.29041177407
LINK-013843,Manhattan,104,3,40.738640,-73.996057,Live,122265,571 6 AVENUE,10011,mn-04-122265,04/04/2018,02/04/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1014560,1007910036,1008100,WEST 16 STREET,WEST 15 STREET,SW,,"(40.73863995, -73.99605667)",985342.7760754706,208383.08240113035
LINK-000221,Manhattan,104,3,40.739432,-73.995475,Live,123136,595 6 AVENUE,10011,mn-04-123136,04/05/2018,02/04/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1014657,1007930033,1008100,WEST 17 STREET,WEST 18 STREET,NW,,"(40.73943218, -73.99547509)",985503.9286839863,208671.72465255484
LINK-018115,Brooklyn,303,36,40.679752,-73.939101,Live,145759,1546 FULTON STREET,11213,bk-03-145759,04/05/2017,03/02/2017,Crown Heights North,3053854,3018640029,3027100,ALBANY AVENUE,THROOP AVENUE,MIDBLOCK,81525,"(40.67975193, -73.93910101)",1001141.249586322,186934.2458400689
LINK-010681,Manhattan,107,6,40.792804,-73.967704,Live,120603,730 COLUMBUS AVENUE,10025,mn-07-120603,05/31/2018,01/26/2018,Upper West Side,1082743,1012260029,1018100,WEST 95 STREET,WEST 96 STREET,MIDBLOCK,,"(40.79280441, -73.96770405)",993192.5816484472,228118.60996533558
LINK-013356,Manhattan,110,9,40.811362,-73.950160,Live,120001,2366 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-120001,07/20/2017,04/07/2017,Central Harlem North-Polo Grounds,1058677,1019320061,1022400,WEST 127 STREET,WEST 126 STREET,SE,,"(40.81136226, -73.95015967)",998046.6823952467,234882.16235126555
LINK-008245,Manhattan,103,2,40.730232,-73.989262,Live,138537,35 3 AVENUE,10003,mn-03-138537,10/21/2016,09/18/2016,East Village,1006764,1004650001,1004000,EAST 9 STREET,EAST 10 STREET,NE,,"(40.73023165, -73.98926217)",987226.0442299162,205319.83237490058
LINK-011179,Manhattan,106,4,40.747395,-73.973828,Live,134657,712 2 AVENUE,10016,mn-06-134657,05/17/2018,03/18/2018,Murray Hill-Kips Bay,1021921,1009440001,1007800,EAST 38 STREET,EAST 39 STREET,NE,,"(40.74739525, -73.97382819)",991501.7819327987,211573.97579730302
LINK-021138,Brooklyn,301,34,40.709572,-73.950706,Live,146047,1 TEN EYCK STREET,11206,bk-01-146047,03/29/2018,12/19/2017,North Side-South Side,3069651,3027910001,3051300,UNION AVENUE,LORIMER STREET,NE,81977,"(40.70957163, -73.95070637)",997916.2154423773,197796.41575810313
LINK-002455,Brooklyn,309,35,40.668800,-73.958717,Live,126619,856 FRANKLIN AVENUE,11225,bk-09-126619,12/05/2016,11/11/2016,Crown Heights South,3029704,3011880044,3021300,PRESIDENT STREET,CARROLL STREET,SW,,"(40.6688, -73.958717)",995702.3410867418,182940.97190861404
LINK-013122,Manhattan,110,9,40.821596,-73.942699,Live,119898,2690 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119898,02/22/2017,01/25/2017,Central Harlem North-Polo Grounds,1060431,1020290001,1023200,WEST 143 STREET,WEST 144 STREET,NE,,"(40.82159551, -73.9426993)",1000109.40526687,238611.76522049308
LINK-012772,Manhattan,106,2,40.738502,-73.980610,Live,135228,415 2 AVENUE,10010,mn-06-135228,12/05/2017,09/26/2017,Gramercy,1078779,1009040029,1006400,EAST 24 STREET,EAST 23 STREET,NE,,"(40.7385025, -73.98061045)",989623.245429225,208333.57510379702
LINK-000242,Manhattan,106,2,40.735348,-73.985846,Live,133521,188 3 AVENUE,10003,mn-06-133521,01/19/2016,12/28/2015,Gramercy,1017853,1008730033,1005000,EAST 17 STREET,EAST 18 STREET,NW,,"(40.73534819, -73.98584567)",988172.6433727338,207184.08271959797
LINK-003235,Manhattan,103,2,40.728027,-73.987965,Live,123814,118 2 AVENUE,10003,mn-03-123814,09/13/2016,07/20/2016,East Village,1006307,1004490001,1003800,EAST 7 STREET,ST MARKS PLACE,NE,,"(40.728027, -73.987965)",987585.67184956,204516.6564499177
LINK-006143,Brooklyn,302,33,40.690594,-73.987998,Live,126847,141 LIVINGSTON STREET,11201,bk-02-126847,05/03/2017,02/24/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000428,3001540028,3003700,SMITH STREET,BOERUM PLACE,NW,,"(40.69059444, -73.9879984)",987578.2830649203,190878.84377353638
LINK-003313,Manhattan,105,4,40.760527,-73.983538,Live,134283,745 7 AVENUE,10019,mn-05-134283,05/31/2017,04/15/2017,Midtown-Midtown South,1084667,1010020001,1012500,WEST 49 STREET,WEST 50 STREET,NE,,"(40.76052662, -73.9835375)",988810.5913302122,216357.5048723854
LINK-013185,Manhattan,105,2,40.736141,-73.989183,Live,123155,38 UNION SQUARE EAST,10003,mn-05-123155,02/09/2018,11/18/2017,Gramercy,1017819,1008720001,1005000,EAST 16 STREET,EAST 17 STREET,NE,,"(40.736141, -73.989183)",987247.7207383835,207472.79652985558
LINK-003249,Manhattan,103,1,40.719907,-73.994066,Live,108589,169 BOWERY,10002,mn-03-108589,08/19/2016,07/12/2016,Chinatown,1005660,1004240010,1001800,DELANCEY STREET,BROOME STREET,SE,,"(40.71990707, -73.99406649)",985894.7572896583,201558.14167445898
LINK-000046,Brooklyn,302,33,40.685218,-73.980867,Live,125833,46 3 AVENUE,11217,bk-02-125833,01/08/2018,09/30/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000981,3001850025,3003900,ATLANTIC AVENUE,PACIFIC STREET,SW,,"(40.68521833, -73.98086659)",989556.5040269797,188920.52154788747
LINK-019776,Queens,402,26,40.748104,-73.939952,Live,145926,27-35 JACKSON AVENUE,11101,qu-02-145926,10/18/2017,09/16/2017,Hunters Point-Sunnyside-West Maspeth,4005127,4004320008,4001900,DUTCH KILLS STREET,QUEENS STREET,MIDBLOCK,81756,"(40.7481039, -73.93995198)",1000888.1494776867,211836.77915181965
LINK-021265,Brooklyn,301,34,40.716850,-73.960841,Live,146001,185 BERRY STREET,11249,bk-01-146001,02/01/2018,11/22/2017,North Side-South Side,3062367,3023510006,3055300,NORTH 4 STREET,NORTH 3 STREET,SW,81941,"(40.71684975, -73.96084076)",995105.3618189972,200446.63706428558
LINK-010882,Manhattan,108,4,40.769749,-73.966763,Live,121142,22 EAST 69 STREET,10065,mn-08-121142,10/18/2018,02/03/2018,Upper East Side-Carnegie Hill,1041276,1013830050,1012200,MADISON AVENUE,PARK AVENUE,SE,,"(40.76974939, -73.96676342)",993456.2242877724,219718.98250077292
LINK-018225,Bronx,201,8,40.812441,-73.929250,Live,145917,200 EAST 138 STREET,10451,bx-01-145917,10/19/2017,08/31/2017,Mott Haven-Port Morris,2094027,2023220028,2005100,PARK AVENUE,CANAL STREET WEST,SE,81625,"(40.81244091, -73.92925029)",1003834.4490856781,235279.1369465813
LINK-008227,Manhattan,103,2,40.732039,-73.987938,Live,123816,91 3 AVENUE,10003,mn-03-123816,04/10/2017,02/11/2017,East Village,1006851,1004680001,1004000,EAST 12 STREET,EAST 13 STREET,NE,,"(40.732039, -73.987938)",987592.9540111618,205978.3542114757
LINK-010797,Manhattan,107,6,40.792703,-73.971487,Live,120611,700 AMSTERDAM AVENUE,10025,mn-07-120611,12/20/2016,11/02/2016,Upper West Side,1033650,1012410036,1017900,WEST 93 STREET,WEST 94 STREET,SW,,"(40.79270287, -73.97148731)",992145.0285875406,228081.25183527172
LINK-000907,Manhattan,111,8,40.797835,-73.940256,Live,107218,2120 3 AVENUE,10029,mn-11-107218,03/22/2016,03/05/2016,East Harlem North,1084329,1016430040,1018200,EAST 116 STREET,EAST 115 STREET,SW,,"(40.79783525, -73.94025621)",1000791.4956892495,229955.51191306487
LINK-000539,Manhattan,104,3,40.762246,-73.986293,Live,122595,825 8 AVENUE,10019,mn-04-122595,04/27/2016,03/06/2016,Clinton,1076203,1010400029,1012700,WEST 50 STREET,WEST 49 STREET,SW,,"(40.76224616, -73.98629301)",988047.1368892379,216983.85826250538
LINK-003230,Manhattan,103,2,40.729236,-73.987081,Live,123812,146 2 AVENUE,10003,mn-03-123812,11/30/2016,11/05/2016,East Village,1077563,1004510001,1004000,EAST 9 STREET,EAST 10 STREET,NE,,"(40.729236, -73.987081)",987830.6200899964,204957.16767132655
LINK-000971,Manhattan,107,6,40.783920,-73.979708,Live,121229,2220 BROADWAY,10024,mn-07-121229,09/30/2016,09/08/2016,Upper West Side,1032624,1012270013,1016700,WEST 79 STREET,WEST 80 STREET,NE,,"(40.78392, -73.979708)",989869.4998378494,224880.71702640876
LINK-021516,Brooklyn,306,39,40.667873,-73.987509,Live,145873,482 5 AVENUE,11215,bk-06-145873,08/22/2017,07/20/2017,Park Slope-Gowanus,3022889,3010220046,3013900,11 STREET,12 STREET,SW,81826,"(40.667873, -73.987509)",987715.1838646036,182600.78797997907
LINK-000852,Manhattan,108,4,40.772477,-73.958767,Live,134742,1330 3 AVENUE,10021,mn-08-134742,03/24/2016,03/05/2016,Upper East Side-Carnegie Hill,1043176,1014110033,1012800,EAST 76 STREET,EAST 77 STREET,NW,,"(40.7724771, -73.95876684)",995670.7348144035,220713.71961243078
LINK-020949,Queens,401,22,40.772033,-73.925778,Live,146087,21-04 NEWTOWN AVENUE,11102,qu-01-146087,06/28/2018,05/19/2018,Old Astoria,4458141,4005430015,4007100,ASTORIA BOULEVARD,23 STREET,SW,82225,"(40.77203314, -73.92577772)",1004808.1759481498,220557.9918155633
LINK-005877,Manhattan,109,7,40.824578,-73.952134,Live,120359,600 WEST 142 STREET,10031,mn-09-120359,07/20/2016,07/08/2016,Hamilton Heights,1062331,1020880098,1022500,BROADWAY,RIVERSIDE DRIVE,SW,,"(40.824578, -73.952134)",997497.5220273092,239696.82700287923
LINK-021921,Brooklyn,305,37,40.684061,-73.870537,Live,145941,3386 FULTON STREET,11208,bk-05-145941,11/21/2017,09/29/2017,Cypress Hills-City Line,3327234,3041480037,3118400,CRESCENT STREET,HEMLOCK STREET,MIDBLOCK,81898,"(40.68406084, -73.87053741)",1020156.0635563775,188524.7681301199
LINK-013169,Manhattan,110,9,40.820122,-73.943776,Live,137208,2640 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-137208,12/16/2016,11/17/2016,Central Harlem North-Polo Grounds,1060395,1020260001,1023000,WEST 141 STREET,WEST 140 STREET,SE,,"(40.8201217, -73.94377622)",999811.6853457236,238074.60985761508
LINK-014604,Queens,404,25,40.746609,-73.892368,Live,136003,40-02 73 STREET,11377,qu-04-136003,04/09/2018,07/08/2017,Elmhurst-Maspeth,4030419,4013040043,4026500,ROOSEVELT AVENUE,41 AVENUE,SW,,"(40.74660883, -73.89236832)",1014073.3290461652,211304.6965850368
LINK-013881,Manhattan,104,3,40.762328,-73.993642,Live,122456,653 10 AVENUE,10036,mn-04-122456,03/19/2018,10/07/2017,Clinton,1026966,1010750029,1012900,WEST 46 STREET,WEST 47 STREET,NW,,"(40.76232841, -73.99364234)",986011.2091043396,217013.5914703533
LINK-012769,Manhattan,107,6,40.790444,-73.969155,Installed,135057,661 COLUMBUS AVENUE,10025,mn-07-135057,,05/01/2018,Upper West Side,1031627,1012060001,1017700,WEST 92 STREET,WEST 93 STREET,NE,,"(40.79044448, -73.96915525)",992791.0546395616,227258.66131312028
LINK-000922,Manhattan,107,3,40.769839,-73.982502,Live,133518,10 WEST 61 STREET,10023,mn-07-133518,09/30/2016,04/30/2016,Lincoln Square,1027193,1011130047,1014500,BROADWAY,COLUMBUS AVENUE,SW,,"(40.76983868, -73.98250198)",989096.7827774222,219750.25136816874
LINK-000563,Manhattan,104,3,40.762431,-73.986156,Live,142000,831 8 AVENUE,10019,mn-04-142000,06/22/2016,05/14/2016,Clinton,1085727,1010410029,1013300,WEST 50 STREET,WEST 51 STREET,NW,,"(40.76243064, -73.98615577)",988085.1447567611,217051.07636797056
LINK-001697,Manhattan,109,7,40.825319,-73.951488,Live,135619,3501 BROADWAY,10031,mn-09-135619,08/18/2017,06/17/2017,Hamilton Heights,1062361,1020900029,1022900,WEST 143 STREET,WEST 144 STREET,NW,,"(40.82531855, -73.95148795)",997676.1751104016,239966.7346777469
LINK-000552,Manhattan,104,3,40.764744,-73.984470,Live,139460,907 8 AVENUE,10019,mn-04-139460,04/15/2016,03/10/2016,Clinton,1025400,1010447501,1013300,WEST 54 STREET,WEST 53 STREET,SW,,"(40.764744, -73.98447)",988551.9893007326,217893.98789269105
LINK-000758,Manhattan,105,4,40.762467,-73.972358,Live,134168,598 MADISON AVENUE,10022,mn-05-134168,06/07/2017,04/30/2017,Midtown-Midtown South,1036060,1012930016,1011202,EAST 57 STREET,EAST 58 STREET,NW,,"(40.76246695, -73.97235756)",991907.5367296253,217065.21045095846
LINK-019902,Queens,404,25,40.743563,-73.883789,Live,145899,81-02 PETTIT AVENUE,11373,qu-04-145899,08/31/2017,08/05/2017,Elmhurst,4037311,4015090041,4026902,BROADWAY,LAYTON STREET,NE,81843,"(40.74356322, -73.88378879)",1016452.0751855364,210198.12190664932
LINK-000333,Manhattan,106,4,40.754092,-73.972180,Live,133473,760 3 AVENUE,10017,mn-06-133473,02/22/2016,02/08/2016,Turtle Bay-East Midtown,1036217,1013020033,1009200,EAST 47 STREET,EAST 48 STREET,NW,,"(40.754092, -73.97218)",991957.6936309953,214013.95843681693
LINK-005220,Manhattan,109,7,40.824646,-73.947909,Live,135240,1701 AMSTERDAM AVENUE,10031,mn-09-135240,05/11/2018,11/22/2017,Hamilton Heights,1061300,1020590032,1022700,WEST 144 STREET,WEST 145 STREET,NE,,"(40.824646, -73.947909)",998666.8294488107,239722.26903077587
LINK-000891,Manhattan,108,5,40.784663,-73.949874,Live,119829,1700 3 AVENUE,10128,mn-08-119829,04/01/2016,02/27/2016,Upper East Side-Carnegie Hill,1048492,1015240023,1015801,EAST 95 STREET,EAST 96 STREET,NE,,"(40.78466254, -73.94987392)",998131.3495080558,225154.570454143
LINK-014063,Queens,409,32,40.695256,-73.842840,Live,104094,104-13 JAMAICA AVENUE,11418,qu-09-104094,06/26/2017,06/03/2017,Richmond Hill,4192008,4092000044,4002600,104 STREET,105 STREET,NE,,"(40.6952564, -73.84283995)",1027830.5460534013,192616.19931598008
LINK-002680,Manhattan,101,1,40.717241,-74.001739,Live,137333,80 LAFAYETTE STREET,10013,mn-01-137333,07/21/2016,07/13/2016,SoHo-TriBeCa-Civic Center-Little Italy,1001870,1001720020,1003100,WHITE STREET,FRANKLIN STREET,SW,,"(40.71724104, -74.00173929)",983767.8529500997,200586.77437609062
LINK-010696,Manhattan,107,6,40.782410,-73.979000,Installed,121208,376 AMSTERDAM AVENUE,10024,mn-07-121208,,02/17/2018,Upper West Side,1030888,1011697501,1016300,WEST 77 STREET,WEST 78 STREET,SW,,"(40.78240982, -73.97899987)",990065.735445674,224330.55332851037
LINK-003912,Manhattan,107,7,40.798477,-73.967265,Live,120534,876 AMSTERDAM AVENUE,10025,mn-07-120534,06/27/2017,04/07/2017,Upper West Side,1079429,1018740029,1019100,WEST 103 STREET,WEST 102 STREET,SW,,"(40.79847664, -73.96726529)",993313.2997433674,230185.24522301555
LINK-000292,Manhattan,106,2,40.745116,-73.978416,Live,121502,489 3 AVENUE,10016,mn-06-121502,02/19/2016,02/06/2016,Murray Hill-Kips Bay,1020103,1009140001,1007000,EAST 33 STREET,EAST 34 STREET,NE,,"(40.745116, -73.978416)",990230.7792065511,210743.22555158287
LINK-006041,Manhattan,112,7,40.834245,-73.941159,Live,111803,2002 AMSTERDAM AVENUE,10032,mn-12-111803,07/21/2016,07/15/2016,Washington Heights South,1062798,1021180042,1024500,WEST 159 STREET,WEST 160 STREET,NW,,"(40.83424538, -73.94115905)",1000532.6121679769,243220.85773081332
LINK-013228,Manhattan,110,9,40.809186,-73.948591,Live,119952,201 WEST 125 STREET,10027,mn-10-119952,12/16/2016,10/26/2016,Central Harlem South,1058660,1019310027,1022200,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,NW,,"(40.80918643, -73.94859133)",998481.2917546545,234089.68113394082
LINK-014191,Manhattan,108,5,40.763855,-73.958760,Live,107873,1220 1 AVENUE,10065,mn-08-107873,03/06/2018,12/07/2017,Lenox Hill-Roosevelt Island,1089354,1014600047,1011600,EAST 66 STREET,EAST 65 STREET,SE,,"(40.7638554, -73.95875952)",995674.2411560934,217572.54951255396
LINK-011173,Queens,403,21,40.748168,-73.879511,Live,134084,86-23 ROOSEVELT AVENUE,11372,qu-03-134084,10/04/2017,08/31/2017,Jackson Heights,4036259,4014740037,4027900,87 STREET,86 STREET,NW,,"(40.74816825, -73.87951058)",1017635.2568138253,211877.48179168627
LINK-010328,Brooklyn,309,35,40.664166,-73.950920,Live,130021,991 NOSTRAND AVENUE,11225,bk-09-130021,04/13/2017,02/23/2017,Crown Heights South,3324553,3013090001,3031900,EMPIRE BOULEVARD,SULLIVAN PLACE,NE,,"(40.66416648, -73.95091962)",997866.362456009,181253.9657015279
LINK-001353,Bronx,207,14,40.867329,-73.897193,Live,119749,2 EAST KINGSBRIDGE ROAD,10468,bx-07-119749,02/08/2017,01/25/2017,Bedford Park-Fordham North,2014134,2031910030,2040100,JEROME AVENUE,MORRIS AVENUE,SE,,"(40.86732884, -73.89719293)",1012684.8739955144,255285.6384420097
LINK-000278,Manhattan,106,2,40.742007,-73.980680,Live,121496,395 3 AVENUE,10016,mn-06-121496,05/17/2016,04/23/2016,Murray Hill-Kips Bay,1019888,1009090001,1006600,EAST 28 STREET,EAST 29 STREET,NE,,"(40.742007, -73.98068)",989603.6900810864,209610.371293474
LINK-015044,Manhattan,107,6,40.792132,-73.973409,Live,133634,2482 BROADWAY,10025,mn-07-133634,05/31/2018,04/10/2018,Upper West Side,1033612,1012400024,1017900,WEST 92 STREET,WEST 93 STREET,NE,,"(40.792132, -73.973409)",991612.984897291,227873.0968279168
LINK-021119,Brooklyn,301,34,40.715227,-73.962741,Live,146012,230 BERRY STREET,11249,bk-01-146012,03/29/2018,11/30/2017,North Side-South Side,3398694,3023790024,3055500,GRAND STREET,NORTH 1 STREET,NW,81928,"(40.71522663, -73.96274067)",994578.9379289736,199855.05525954068
LINK-011778,Queens,402,26,40.745496,-73.952966,Live,125015,46-45 VERNON BOULEVARD,11101,qu-02-125015,06/28/2018,04/28/2018,Hunters Point-Sunnyside-West Maspeth,4311868,4000470001,4000700,VERNON BOULEVARD,11 STREET,NE,,"(40.74549641, -73.95296626)",997282.6536937655,210884.58306629956
LINK-010991,Manhattan,101,1,40.723118,-74.008139,Live,137026,195 HUDSON STREET,10013,mn-01-137026,11/15/2017,08/05/2017,SoHo-TriBeCa-Civic Center-Little Italy,1002857,1002227502,1003900,DESBROSSES STREET,VESTRY STREET,SW,,"(40.72311759, -74.00813878)",981994.0548874004,202727.88199593872
LINK-010673,Manhattan,105,2,40.744259,-73.983248,Live,136186,435 PARK AVENUE SOUTH,10016,mn-05-136186,04/24/2018,09/24/2017,Murray Hill-Kips Bay,1018294,1008850091,1007200,EAST 30 STREET,EAST 29 STREET,E,,"(40.74425922, -73.98324818)",988891.874795615,210430.78024871275
LINK-013841,Manhattan,101,1,40.717805,-74.005815,Live,122275,250 CHURCH STREET,10013,mn-01-122275,05/24/2018,04/19/2018,SoHo-TriBeCa-Civic Center-Little Italy,1001971,1001770002,1003300,LEONARD STREET,FRANKLIN STREET,NW,,"(40.71780497, -74.00581491)",982638.0675572373,200792.280032672
LINK-021107,Brooklyn,301,34,40.710870,-73.951311,Live,145997,500 GRAND STREET,11211,bk-01-145997,04/10/2018,11/17/2017,North Side-South Side,3062881,3024000008,3051300,UNION AVENUE,HOOPER STREET,SW,81944,"(40.71086983, -73.95131072)",997748.4019658916,198269.29547233135
LINK-012026,Manhattan,112,10,40.835586,-73.939589,Live,120468,450 WEST 162 STREET,10032,mn-12-120468,12/12/2016,11/19/2016,Washington Heights South,1062575,1021090088,1024301,JUAN PABLO BOULEVARD,JUMEL TERRACE,SE,,"(40.835586, -73.939589)",1000966.7433427245,243709.590889778
LINK-000986,Manhattan,107,6,40.785613,-73.978439,Live,143295,2276 BROADWAY,10024,mn-07-143295,07/20/2017,06/19/2017,Upper West Side,1032695,1012290045,1016700,WEST 82 STREET,WEST 81 STREET,SE,,"(40.78561298, -73.97843851)",990220.9101423776,225497.61133781075
LINK-011059,Queens,403,21,40.748311,-73.878165,Live,136452,88-03 ROOSEVELT AVENUE,11372,qu-03-136452,09/08/2017,08/19/2017,Jackson Heights,4307356,4014760107,4027700,88 STREET,89 STREET,NE,,"(40.74831104, -73.87816548)",1018007.8850661642,211930.02023426443
LINK-000679,Manhattan,106,4,40.755088,-73.973276,Live,136697,511 LEXINGTON AVENUE,10017,mn-06-136697,01/31/2019,08/07/2018,Turtle Bay-East Midtown,1036219,1013020051,1009200,EAST 48 STREET,EAST 47 STREET,SE,,"(40.7550884, -73.97327607)",991653.9102902353,214376.88473528624
LINK-012236,Manhattan,108,5,40.778141,-73.952594,Live,134746,238 EAST 86 STREET,10028,mn-08-134746,02/01/2017,11/04/2016,Yorkville,1000000,1015310029,1014601,2 AVENUE,3 AVENUE,MIDBLOCK,,"(40.77814082, -73.9525944)",997379.2565115379,222778.06763865054
LINK-008200,Manhattan,102,3,40.725335,-74.007554,Live,123595,284 HUDSON STREET,10013,mn-02-123595,12/29/2016,11/17/2016,SoHo-TriBeCa-Civic Center-Little Italy,1009736,1005790002,1003700,DOMINICK STREET,SPRING STREET,NE,,"(40.72533498, -74.00755377)",982156.2803598774,203535.73117161915
LINK-000535,Manhattan,105,3,40.761094,-73.986828,Live,122586,790 8 AVENUE,10019,mn-05-122586,04/12/2016,03/24/2016,Midtown-Midtown South,1024771,1010207501,1012500,WEST 48 STREET,WEST 49 STREET,NE,,"(40.761094, -73.986828)",987898.9960463031,216564.06581332162
LINK-011461,Bronx,201,17,40.818860,-73.914242,Live,123217,2991 3 AVENUE,10455,bx-01-123217,03/06/2017,01/21/2017,Melrose South-Mott Haven North,2089847,2023750043,2006700,EAST 154 STREET,EAST 153 STREET,SW,,"(40.81886036, -73.91424246)",1007986.5226430905,237621.68306194618
LINK-012297,Manhattan,108,5,40.760946,-73.961397,Live,138568,344 EAST 61 STREET,10065,mn-08-138568,06/15/2018,04/18/2018,Lenox Hill-Roosevelt Island,1044211,1014350030,1011000,1 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,SW,,"(40.76094634, -73.96139743)",994943.9670175238,216512.35040491447
LINK-014272,Manhattan,112,10,40.856421,-73.928415,Live,113582,1614 ST. NICHOLAS AVENUE,10040,mn-12-113582,02/20/2018,12/01/2017,Washington Heights North,1063868,1021610017,1027700,WEST 192 STREET,WEST 193 STREET,E,,"(40.85642084, -73.92841499)",1004052.5765288743,251302.83661285788
LINK-000374,Manhattan,106,2,40.738827,-73.982886,Live,121490,201 EAST 23 STREET,10010,mn-06-121490,04/24/2018,10/28/2017,Gramercy,1082135,1009040001,1006400,3 AVENUE,2 AVENUE,NE,,"(40.738827, -73.982886)",988992.6203590905,208451.66932284832
LINK-000513,Manhattan,104,3,40.753642,-73.992563,Live,108109,523 8 AVENUE,10018,mn-04-108109,04/12/2016,03/24/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1013597,1007600038,1011100,WEST 36 STREET,WEST 37 STREET,NW,,"(40.75364209, -73.99256281)",986310.5309150965,213848.90516751632
LINK-004816,Manhattan,109,7,40.809965,-73.958889,Live,120545,1238 AMSTERDAM AVENUE,10027,mn-09-120545,09/28/2016,07/30/2016,Morningside Heights,1059647,1019750029,1020300,WEST 121 STREET,WEST 120 STREET,SW,,"(40.809965, -73.958889)",995630.4890019494,234371.8363825269
LINK-003241,Manhattan,103,2,40.726049,-73.989403,Live,137382,68 2 AVENUE,10003,mn-03-137382,09/15/2016,09/02/2016,East Village,1006168,1004450009,1003800,EAST 4 STREET,EAST 3 STREET,SE,,"(40.726049, -73.989403)",987187.196827725,203795.9581641294
